k1,k2,k3,k4,k5,k6,k7,k8,st,k9,k10,cb_person_cred_hist_length
37,66000,MORTGAGE,,EDUCATION,B,25000,11.86,1,0.38,N,13
29,27840,RENT,0,PERSONAL,E,8575,19.42,1,0.31,N,8
21,33600,RENT,5,PERSONAL,B,9000,11.86,1,0.27,N,4
30,73000,RENT,4,VENTURE,C,12000,14.26,1,0.16,Y,5
32,36500,RENT,2,HOMEIMPROVEMENT,A,5000,6.91,1,0.14,N,5
24,142800,MORTGAGE,8,MEDICAL,D,25000,14.84,1,0.15,Y,2
25,22000,MORTGAGE,9,EDUCATION,A,5875,6.62,1,0.27,N,2
33,44000,RENT,3,MEDICAL,B,2725,12.18,1,0.06,N,6
38,33000,RENT,2,VENTURE,D,2000,16.89,1,0.06,N,14
24,25000,RENT,3,MEDICAL,A,9450,6.62,1,0.38,N,4
22,54000,RENT,2,MEDICAL,D,7000,14.96,1,0.13,Y,2
30,36000,RENT,3,DEBTCONSOLIDATION,C,24250,12.61,1,0.67,Y,7
27,32000,RENT,4,MEDICAL,B,9000,11.48,1,0.28,N,8
28,14400,RENT,2,VENTURE,C,4800,14.65,1,0.33,Y,9
31,24000,RENT,0,DEBTCONSOLIDATION,B,5000,10.99,1,0.21,N,6
28,41500,RENT,4,DEBTCONSOLIDATION,C,10000,,1,0.24,Y,6
22,54000,MORTGAGE,0,EDUCATION,B,4000,11.14,1,0.07,N,3
27,32000,OTHER,10,EDUCATION,C,15000,,1,0.47,N,7
23,15600,RENT,1,VENTURE,A,4500,5.99,1,0.29,N,3
22,58650,RENT,6,MEDICAL,D,16800,16.77,1,0.24,N,2
40,83000,MORTGAGE,7,EDUCATION,B,2800,12.18,1,0.03,N,13
22,31000,RENT,6,PERSONAL,D,15000,,1,0.48,Y,4
22,39000,RENT,6,HOMEIMPROVEMENT,C,6000,13.22,1,0.15,Y,2
24,78000,RENT,1,DEBTCONSOLIDATION,B,3500,11.83,1,0.04,N,3
23,34000,RENT,7,EDUCATION,B,10000,10.36,1,0.29,N,4
22,28080,RENT,5,VENTURE,E,15250,16.7,1,0.54,N,4
38,18000,RENT,4,PERSONAL,C,3000,13.23,1,0.17,N,17
25,30000,RENT,0,EDUCATION,E,7000,,1,0.23,Y,2
34,33666,RENT,4,PERSONAL,D,8000,17.49,1,0.24,Y,9
24,69000,RENT,0,PERSONAL,E,10000,17.14,1,0.14,N,4
36,44000,RENT,4,DEBTCONSOLIDATION,D,8000,17.49,1,0.18,N,15
34,30000,RENT,3,PERSONAL,A,14000,8.9,1,0.47,N,7
33,57700,RENT,17,HOMEIMPROVEMENT,C,4000,,1,0.07,Y,7
53,54000,RENT,,MEDICAL,D,10000,14.59,1,0.19,Y,27
23,10500,RENT,,MEDICAL,B,1000,10.25,1,0.1,N,2
41,113000,RENT,1,PERSONAL,D,12000,16,1,0.11,N,15
23,55000,RENT,4,EDUCATION,D,25000,15.65,1,0.45,Y,3
26,28000,RENT,5,VENTURE,A,9800,7.29,1,0.35,N,4
39,12000,RENT,,DEBTCONSOLIDATION,B,2000,10.65,1,0.17,N,16
30,32000,RENT,3,HOMEIMPROVEMENT,C,8400,13.98,1,0.26,N,9
32,64000,RENT,11,DEBTCONSOLIDATION,D,25000,15.2,1,0.39,N,5
27,42200,MORTGAGE,6,MEDICAL,D,10000,16.49,1,0.24,Y,6
41,58650,MORTGAGE,15,MEDICAL,B,12000,11.14,1,0.17,N,16
28,11029,MORTGAGE,12,MEDICAL,C,2150,10.78,1,0.19,Y,7
54,129000,MORTGAGE,6,EDUCATION,B,9000,11.49,1,0.07,N,24
36,33000,RENT,2,HOMEIMPROVEMENT,D,10800,14.96,1,0.33,Y,15
22,42000,MORTGAGE,,PERSONAL,A,3200,7.9,1,0.08,N,3
28,59000,MORTGAGE,1,DEBTCONSOLIDATION,A,12000,9.63,1,0.2,N,10
31,56839,RENT,15,MEDICAL,D,9000,15.33,1,0.16,N,6
23,26400,RENT,8,EDUCATION,C,4000,14.17,1,0.15,N,2
30,50650,RENT,5,PERSONAL,B,4200,9.91,1,0.08,N,7
28,52000,RENT,12,HOMEIMPROVEMENT,B,5000,11.36,1,0.1,N,7
24,32640,RENT,5,EDUCATION,B,2000,10,1,0.06,N,2
37,88000,RENT,4,EDUCATION,G,25000,19.66,1,0.28,Y,15
31,59712,RENT,0,DEBTCONSOLIDATION,E,24000,17.43,1,0.4,N,9
23,30000,MORTGAGE,0,MEDICAL,D,8000,,1,0.27,Y,3
25,44000,RENT,9,MEDICAL,C,8500,14.27,1,0.19,N,4
28,54000,RENT,11,DEBTCONSOLIDATION,D,10000,16.02,1,0.19,Y,8
27,60000,RENT,1,EDUCATION,B,20000,10.99,1,0.33,N,6
25,32000,RENT,1,EDUCATION,D,5000,15.37,1,0.16,Y,3
21,15000,RENT,0,PERSONAL,D,3600,15.95,1,0.24,N,2
24,30000,RENT,0,MEDICAL,D,10000,14.61,1,0.33,N,3
24,56000,MORTGAGE,8,DEBTCONSOLIDATION,E,20000,16.7,1,0.36,Y,4
31,18240,RENT,0,HOMEIMPROVEMENT,A,3200,9.63,1,0.18,N,8
27,20000,RENT,4,VENTURE,C,3250,,1,0.16,N,5
22,65000,RENT,4,EDUCATION,D,34000,17.58,1,0.52,N,4
26,59000,MORTGAGE,2,HOMEIMPROVEMENT,C,20000,13.48,1,0.34,Y,3
36,62962,RENT,2,EDUCATION,B,15000,11.71,1,0.24,N,13
24,40000,RENT,0,MEDICAL,A,15000,7.88,1,0.38,N,4
23,44400,RENT,2,DEBTCONSOLIDATION,A,7100,6.99,1,0.16,N,3
32,32004,RENT,1,VENTURE,D,3400,,1,0.11,Y,5
24,33000,RENT,3,DEBTCONSOLIDATION,D,6000,15.62,1,0.18,N,2
22,29000,MORTGAGE,5,DEBTCONSOLIDATION,B,9000,,1,0.31,N,4
26,24500,RENT,4,PERSONAL,B,8875,10,1,0.36,N,2
24,42000,RENT,9,DEBTCONSOLIDATION,E,3000,,1,0.07,Y,3
28,25000,RENT,1,EDUCATION,B,12000,9.83,1,0.48,N,6
28,60000,RENT,3,MEDICAL,C,25000,13.49,1,0.42,N,10
21,31700,RENT,0,DEBTCONSOLIDATION,B,7200,11.71,1,0.23,N,4
35,60000,RENT,19,VENTURE,D,21725,15.62,1,0.36,Y,10
22,30000,RENT,2,VENTURE,D,4200,15.31,1,0.14,Y,2
25,29000,RENT,3,DEBTCONSOLIDATION,D,5000,15.7,1,0.17,Y,3
32,83300,RENT,0,MEDICAL,D,19600,17.19,1,0.2,Y,7
31,14400,RENT,3,HOMEIMPROVEMENT,D,4750,14.59,1,0.33,Y,8
35,84000,MORTGAGE,0,DEBTCONSOLIDATION,C,20000,11.54,1,0.24,Y,6
24,48600,MORTGAGE,1,EDUCATION,D,8000,,1,0.16,N,4
34,78000,RENT,9,DEBTCONSOLIDATION,E,15000,16.4,1,0.19,N,5
29,61200,MORTGAGE,2,MEDICAL,F,15000,17.58,1,0.21,N,5
27,10400,OWN,,PERSONAL,C,4750,14.72,1,0.46,Y,7
23,57355,MORTGAGE,5,MEDICAL,C,25000,13.49,1,0.37,N,3
23,30000,RENT,6,VENTURE,B,19750,11.14,1,0.66,N,4
25,113000,RENT,8,DEBTCONSOLIDATION,B,14400,11.71,1,0.13,N,4
37,45000,RENT,2,HOMEIMPROVEMENT,B,20000,12.53,1,0.44,N,14
27,56000,MORTGAGE,2,HOMEIMPROVEMENT,A,10000,6.91,1,0.18,N,8
24,18000,RENT,0,DEBTCONSOLIDATION,B,4000,,1,0.22,N,3
23,24000,RENT,1,VENTURE,B,14075,,1,0.59,N,3
26,21312,RENT,0,PERSONAL,B,8875,10.59,1,0.42,N,2
22,43385,RENT,7,PERSONAL,C,23000,,1,0.53,N,3
21,49000,RENT,5,DEBTCONSOLIDATION,D,6000,14.84,1,0.12,Y,4
33,79200,MORTGAGE,3,HOMEIMPROVEMENT,D,25000,15.58,1,0.32,N,5
22,36021,RENT,0,VENTURE,B,15000,,1,0.42,N,3
45,49000,OWN,5,MEDICAL,E,24250,19.03,1,0.49,Y,11
27,56500,RENT,2,HOMEIMPROVEMENT,D,14000,13.87,1,0.25,N,8
30,76500,RENT,11,MEDICAL,D,12000,17.27,1,0.13,N,10
35,68231,RENT,3,EDUCATION,C,22400,12.99,1,0.33,Y,7
33,28200,RENT,2,EDUCATION,C,9000,,1,0.32,N,8
25,40800,OWN,5,HOMEIMPROVEMENT,E,7000,19.03,1,0.17,N,4
36,16908,MORTGAGE,,MEDICAL,A,3000,5.42,1,0.18,N,11
24,79500,RENT,2,VENTURE,D,7500,16.89,1,0.09,N,4
22,37080,RENT,6,PERSONAL,B,2400,10.65,1,0.06,N,3
23,59497,RENT,0,MEDICAL,E,20000,16,1,0.29,N,3
25,84000,RENT,1,VENTURE,E,8000,16.45,1,0.1,Y,4
25,40000,RENT,9,PERSONAL,D,13250,,1,0.33,N,3
27,39000,RENT,3,DEBTCONSOLIDATION,C,16000,12.73,1,0.41,N,8
24,50000,RENT,6,HOMEIMPROVEMENT,C,16000,13.99,1,0.32,Y,2
38,59000,RENT,5,VENTURE,C,14000,13.8,1,0.24,N,14
29,16800,RENT,9,HOMEIMPROVEMENT,D,2750,14.84,1,0.16,Y,6
23,21000,RENT,3,DEBTCONSOLIDATION,D,3750,15.65,1,0.18,N,2
22,83000,RENT,6,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3
26,91000,MORTGAGE,10,DEBTCONSOLIDATION,D,5000,14.96,1,0.05,N,2
26,52700,MORTGAGE,3,MEDICAL,D,7500,13.8,1,0.12,N,2
21,40000,RENT,6,DEBTCONSOLIDATION,C,15000,14.27,1,0.38,N,3
24,32304,RENT,8,MEDICAL,B,1500,9.91,1,0.05,N,3
32,46000,RENT,0,HOMEIMPROVEMENT,D,3000,16.29,1,0.07,N,9
22,21600,RENT,0,EDUCATION,A,9600,7.49,1,0.44,N,2
41,60000,RENT,7,HOMEIMPROVEMENT,A,23800,6.91,1,0.4,N,15
21,19140,RENT,,VENTURE,A,5000,8.49,1,0.26,N,4
34,148750,RENT,3,MEDICAL,A,12000,7.9,1,0.07,N,8
21,60000,RENT,5,MEDICAL,B,24000,10.75,1,0.4,N,2
23,34560,RENT,5,DEBTCONSOLIDATION,D,9600,16.02,1,0.28,Y,3
32,12000,RENT,2,EDUCATION,A,6200,6.17,1,0.52,N,9
26,70500,MORTGAGE,11,PERSONAL,A,14500,7.49,1,0.21,N,3
32,18000,OWN,0,VENTURE,A,4750,7.88,1,0.26,N,6
32,25404,RENT,16,EDUCATION,C,9950,12.68,1,0.39,Y,7
25,19800,RENT,0,DEBTCONSOLIDATION,C,5000,13.49,1,0.25,Y,4
29,76000,MORTGAGE,13,HOMEIMPROVEMENT,F,20000,16.08,1,0.26,Y,6
39,33996,RENT,6,MEDICAL,D,4000,,1,0.12,N,13
21,12000,OWN,5,EDUCATION,A,2500,7.51,1,0.21,N,4
22,32000,RENT,1,EDUCATION,D,5400,16.29,1,0.17,Y,2
24,66300,MORTGAGE,6,MEDICAL,E,30000,19.42,1,0.38,N,3
23,27000,RENT,6,MEDICAL,B,10000,10.65,1,0.37,N,3
37,94000,RENT,0,HOMEIMPROVEMENT,C,25000,13.11,1,0.27,N,16
32,63000,RENT,9,DEBTCONSOLIDATION,B,8000,10.74,1,0.13,N,5
49,15000,RENT,6,EDUCATION,B,2400,9.91,1,0.16,N,17
24,30000,RENT,1,VENTURE,C,9500,13.92,1,0.32,N,2
22,12600,MORTGAGE,,PERSONAL,A,2000,5.42,1,0.16,N,4
37,74000,RENT,9,HOMEIMPROVEMENT,C,19200,12.87,1,0.26,Y,12
21,12960,RENT,2,VENTURE,B,2525,,1,0.19,N,2
35,26000,RENT,3,PERSONAL,A,8000,7.9,1,0.31,N,6
25,19200,RENT,5,EDUCATION,D,5875,14.11,1,0.31,N,3
27,34000,RENT,0,DEBTCONSOLIDATION,C,5600,15.96,1,0.16,Y,10
26,54000,MORTGAGE,8,MEDICAL,D,5000,15.62,1,0.09,Y,4
21,18000,RENT,1,PERSONAL,A,3200,8.49,1,0.18,N,3
25,11000,RENT,3,MEDICAL,B,3400,,1,0.31,N,2
23,30500,MORTGAGE,6,MEDICAL,D,3000,14.96,1,0.1,Y,2
24,42765,RENT,9,DEBTCONSOLIDATION,C,18000,11.03,1,0.42,Y,2
24,54000,RENT,5,PERSONAL,B,10000,10.37,1,0.19,N,2
23,54000,MORTGAGE,3,MEDICAL,C,7500,11.03,1,0.14,Y,3
22,23587,RENT,4,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,N,4
24,36000,RENT,6,MEDICAL,E,15250,15.95,1,0.42,Y,2
32,20400,RENT,2,DEBTCONSOLIDATION,A,8000,8.49,1,0.39,N,6
34,19200,RENT,1,PERSONAL,C,5500,15.23,1,0.29,Y,8
22,30000,RENT,1,EDUCATION,B,12000,10.99,1,0.4,N,3
23,24000,RENT,2,MEDICAL,B,2800,11.49,1,0.12,N,3
24,19800,RENT,1,DEBTCONSOLIDATION,A,5600,5.79,1,0.28,N,3
60,45600,RENT,1,PERSONAL,B,20000,10,1,0.44,N,20
29,36000,RENT,1,DEBTCONSOLIDATION,B,12000,12.21,1,0.33,N,9
29,40000,RENT,3,MEDICAL,B,14150,12.69,1,0.35,N,5
41,32004,RENT,2,HOMEIMPROVEMENT,D,1500,14.74,1,0.05,N,17
22,24996,RENT,4,PERSONAL,B,12000,9.63,1,0.48,N,3
30,44000,RENT,0,PERSONAL,D,10500,15.58,1,0.24,Y,10
22,34800,RENT,7,PERSONAL,G,9600,19.16,1,0.28,Y,2
22,20000,RENT,1,DEBTCONSOLIDATION,B,6500,10.99,1,0.33,N,2
42,45000,RENT,1,DEBTCONSOLIDATION,B,18200,10.83,1,0.4,N,14
21,44000,MORTGAGE,5,VENTURE,D,7500,12.92,1,0.17,N,4
24,20000,RENT,0,MEDICAL,C,8000,12.41,1,0.4,Y,4
26,108000,RENT,2,PERSONAL,D,25000,15.05,1,0.23,N,2
27,54400,MORTGAGE,,MEDICAL,D,15000,15.65,1,0.23,Y,9
31,35000,RENT,1,VENTURE,A,11400,6.91,1,0.33,N,8
30,114000,MORTGAGE,14,HOMEIMPROVEMENT,A,15000,6.54,1,0.13,N,6
30,80004,RENT,2,DEBTCONSOLIDATION,B,10000,12.21,1,0.12,N,6
31,21900,RENT,,PERSONAL,D,9500,14.59,1,0.43,N,8
24,88000,RENT,1,VENTURE,D,23000,14.54,1,0.26,N,2
24,91800,OWN,8,MEDICAL,E,10000,19.29,1,0.09,N,2
24,26000,RENT,1,MEDICAL,B,12250,11.49,1,0.47,N,2
27,100000,RENT,1,DEBTCONSOLIDATION,C,35000,16.11,1,0.35,N,9
24,60000,RENT,8,PERSONAL,D,20000,13.87,1,0.33,N,4
21,11389,OTHER,5,EDUCATION,C,4000,12.84,1,0.35,Y,2
43,11340,RENT,4,EDUCATION,C,1950,,1,0.17,N,11
30,9600,RENT,1,DEBTCONSOLIDATION,C,1500,12.73,1,0.16,Y,9
22,31760,RENT,3,PERSONAL,B,12875,12.53,1,0.41,N,4
22,33650,RENT,1,EDUCATION,D,6000,12.86,1,0.18,N,4
25,30000,MORTGAGE,3,HOMEIMPROVEMENT,A,12000,5.99,1,0.4,N,4
31,13000,RENT,0,VENTURE,C,8000,12.84,1,0.62,N,10
33,116000,MORTGAGE,2,HOMEIMPROVEMENT,C,5000,12.99,1,0.04,N,5
24,16800,MORTGAGE,,EDUCATION,A,3900,,1,0.23,N,2
21,12360,RENT,,VENTURE,B,5000,10.75,1,0.4,N,4
29,25400,RENT,1,EDUCATION,D,7500,14.59,1,0.3,Y,5
21,30000,MORTGAGE,5,HOMEIMPROVEMENT,C,13250,13.99,1,0.44,N,3
24,36816,RENT,0,PERSONAL,B,8000,10.65,1,0.22,N,4
23,28000,RENT,0,EDUCATION,A,8700,6.03,1,0.31,N,2
28,29000,RENT,1,MEDICAL,C,8000,13.11,1,0.28,Y,9
22,47000,RENT,5,MEDICAL,D,20000,16.77,1,0.43,N,3
26,35000,RENT,10,EDUCATION,B,12875,,1,0.37,N,3
47,59827,MORTGAGE,9,EDUCATION,D,6000,15.58,1,0.1,N,15
28,65025,RENT,4,MEDICAL,E,11000,16.35,1,0.14,Y,8
21,44000,RENT,0,EDUCATION,D,12875,15.31,1,0.29,N,2
22,36000,RENT,6,DEBTCONSOLIDATION,B,18200,11.71,1,0.51,N,3
36,68400,MORTGAGE,5,EDUCATION,C,7000,13.48,1,0.1,Y,11
24,27000,RENT,1,MEDICAL,D,1500,16.29,1,0.06,Y,4
22,23000,RENT,1,DEBTCONSOLIDATION,B,8875,10.74,1,0.39,N,4
22,22596,RENT,4,MEDICAL,B,7500,9.76,1,0.33,N,4
31,16656,MORTGAGE,,EDUCATION,C,2400,14.72,1,0.14,Y,5
30,63000,RENT,9,PERSONAL,C,20000,13.92,1,0.32,Y,9
34,31000,RENT,5,MEDICAL,A,14500,7.88,1,0.47,N,10
23,93000,RENT,0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2
30,34000,RENT,0,DEBTCONSOLIDATION,C,12000,12.87,1,0.35,N,6
29,48000,RENT,2,PERSONAL,B,15000,11.36,1,0.31,N,8
21,42000,RENT,2,PERSONAL,D,5000,,1,0.12,N,4
31,138000,RENT,0,PERSONAL,D,24000,15.65,1,0.17,Y,5
35,33996,RENT,2,MEDICAL,D,3600,16.32,1,0.11,N,5
26,46000,MORTGAGE,8,HOMEIMPROVEMENT,B,7000,9.99,1,0.15,N,3
24,18500,MORTGAGE,8,PERSONAL,A,5000,9.32,1,0.27,N,3
21,44004,RENT,2,EDUCATION,B,7000,11.46,1,0.16,N,2
31,57000,RENT,15,EDUCATION,B,6000,,1,0.11,N,8
26,34000,RENT,5,DEBTCONSOLIDATION,A,7500,7.9,1,0.22,N,3
25,13380,RENT,0,PERSONAL,D,2800,14.61,1,0.21,Y,2
28,60000,RENT,12,PERSONAL,B,20000,10.99,1,0.33,N,10
30,24000,RENT,8,PERSONAL,A,3000,,1,0.13,N,6
24,10800,MORTGAGE,8,EDUCATION,B,1750,10.99,1,0.16,N,2
26,34320,RENT,2,EDUCATION,A,9000,6.62,1,0.26,N,2
22,34980,RENT,3,DEBTCONSOLIDATION,C,1500,12.23,1,0.04,Y,4
21,14400,RENT,2,MEDICAL,C,3000,13.43,1,0.21,Y,3
22,50496,RENT,6,MEDICAL,C,16750,13.11,1,0.33,Y,4
31,24000,RENT,0,VENTURE,D,4400,15.62,1,0.18,Y,8
28,48996,RENT,12,MEDICAL,B,10000,10.37,1,0.2,N,9
22,54000,RENT,6,EDUCATION,C,10000,13.79,1,0.19,N,4
27,11808,RENT,,MEDICAL,D,1000,14.91,1,0.08,N,8
28,14400,RENT,2,MEDICAL,C,4000,13.11,1,0.28,Y,8
24,51500,RENT,6,VENTURE,B,20000,12.21,1,0.39,N,4
23,54000,RENT,0,DEBTCONSOLIDATION,B,12000,12.42,1,0.22,N,2
42,499800,OWN,4,MEDICAL,F,24000,18.43,1,0.04,Y,11
32,37000,RENT,1,MEDICAL,B,15000,9.62,1,0.41,N,10
21,70553,MORTGAGE,2,MEDICAL,D,10000,15.28,1,0.12,N,3
29,33000,RENT,5,HOMEIMPROVEMENT,A,8000,5.79,1,0.24,N,8
23,86000,MORTGAGE,7,DEBTCONSOLIDATION,D,4800,16,1,0.06,Y,3
22,19000,RENT,5,VENTURE,C,3000,13.06,1,0.16,N,2
25,29000,RENT,9,MEDICAL,A,3000,6.62,1,0.1,N,2
25,62900,MORTGAGE,9,MEDICAL,D,8825,15.7,1,0.12,Y,3
44,44000,MORTGAGE,2,VENTURE,C,5000,12.23,1,0.11,Y,12
25,15600,RENT,1,PERSONAL,C,4750,13.85,1,0.3,N,4
45,19200,RENT,1,VENTURE,B,4000,10,1,0.21,N,15
23,8000,RENT,0,EDUCATION,A,3250,,1,0.41,N,4
22,35500,RENT,6,MEDICAL,D,2500,15.62,1,0.07,N,2
23,30000,MORTGAGE,4,VENTURE,D,9500,15.31,1,0.32,N,2
24,30000,RENT,4,DEBTCONSOLIDATION,C,10000,11.66,1,0.33,N,2
21,15192,RENT,4,PERSONAL,C,5500,13.11,1,0.36,Y,3
24,69000,RENT,0,HOMEIMPROVEMENT,E,20000,14.82,1,0.29,N,4
31,37000,RENT,3,PERSONAL,A,13000,6.92,1,0.35,N,6
38,66000,MORTGAGE,8,DEBTCONSOLIDATION,D,5000,12.92,1,0.08,N,16
29,32108,RENT,4,VENTURE,E,2500,15.68,1,0.08,Y,5
31,56004,RENT,3,EDUCATION,D,9000,14.46,1,0.16,Y,5
23,24000,RENT,7,PERSONAL,A,8000,7.29,1,0.33,N,2
23,29000,RENT,1,VENTURE,C,13475,14.26,1,0.46,Y,4
24,13200,RENT,6,VENTURE,D,4000,15.65,1,0.3,Y,3
22,30000,RENT,2,EDUCATION,A,2500,8.49,1,0.08,N,2
23,14000,OWN,2,DEBTCONSOLIDATION,D,4000,,1,0.29,N,3
33,32400,RENT,6,MEDICAL,D,2500,15.33,1,0.08,Y,10
30,40000,RENT,8,DEBTCONSOLIDATION,B,16000,11.48,1,0.4,N,8
23,68000,RENT,7,EDUCATION,B,23000,9.62,1,0.34,N,2
25,42000,RENT,3,VENTURE,A,18000,6.17,1,0.43,N,2
24,72250,RENT,5,MEDICAL,E,17600,17.19,1,0.21,Y,4
22,59000,OTHER,1,DEBTCONSOLIDATION,D,15000,,1,0.25,Y,2
23,31000,RENT,1,DEBTCONSOLIDATION,B,6000,11.71,1,0.19,N,2
26,31000,MORTGAGE,9,HOMEIMPROVEMENT,A,15000,7.9,1,0.48,N,4
24,29004,RENT,4,EDUCATION,A,5000,6.92,1,0.17,N,3
25,79200,MORTGAGE,1,PERSONAL,C,11200,14.79,1,0.14,Y,3
37,21600,RENT,4,MEDICAL,D,3800,,1,0.18,N,11
23,48800,RENT,3,EDUCATION,B,15000,11.36,1,0.31,N,4
48,19200,OWN,1,EDUCATION,C,7000,,1,0.36,Y,12
30,54000,RENT,13,MEDICAL,B,25000,10.74,1,0.46,N,6
25,74800,RENT,2,MEDICAL,B,25000,10.99,1,0.28,N,2
22,35000,RENT,4,VENTURE,B,11800,10.95,1,0.34,N,2
21,9600,RENT,4,HOMEIMPROVEMENT,D,2000,15.99,1,0.21,N,3
35,33000,RENT,4,EDUCATION,A,7000,7.9,1,0.21,N,9
26,56000,RENT,10,HOMEIMPROVEMENT,B,10000,12.69,1,0.18,N,2
40,44000,RENT,0,PERSONAL,A,6000,,1,0.14,N,12
22,57800,RENT,6,DEBTCONSOLIDATION,C,11200,13.16,1,0.19,N,3
47,18000,RENT,0,HOMEIMPROVEMENT,D,1000,14.84,1,0.06,Y,16
30,75000,MORTGAGE,9,HOMEIMPROVEMENT,C,14000,13.79,1,0.19,N,8
21,42000,RENT,5,VENTURE,D,1000,15.58,1,0.02,N,4
26,52800,RENT,2,VENTURE,D,10000,12.8,1,0.19,Y,3
24,238000,RENT,2,VENTURE,D,10000,13.67,1,0.04,N,2
24,10000,RENT,8,PERSONAL,A,3000,7.9,1,0.3,N,3
31,44000,RENT,1,HOMEIMPROVEMENT,B,10000,10.71,1,0.23,N,9
25,73000,RENT,2,DEBTCONSOLIDATION,D,6000,14.96,1,0.08,N,4
23,32000,RENT,4,EDUCATION,B,11000,9.91,1,0.34,N,3
27,48000,RENT,3,DEBTCONSOLIDATION,D,10800,15.99,1,0.23,N,8
24,136000,MORTGAGE,9,PERSONAL,F,25000,19.13,1,0.18,N,3
45,34000,RENT,1,EDUCATION,A,5000,,1,0.15,N,11
23,42000,RENT,7,VENTURE,C,15000,13.49,1,0.36,N,3
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3
37,27000,RENT,2,HOMEIMPROVEMENT,A,8500,8.49,1,0.31,N,17
36,84000,RENT,0,EDUCATION,B,20000,9.64,1,0.24,N,16
25,31000,RENT,5,DEBTCONSOLIDATION,D,9600,16.77,1,0.31,N,3
22,54000,RENT,0,DEBTCONSOLIDATION,D,14400,,1,0.27,N,4
25,60000,RENT,5,EDUCATION,A,21450,7.29,1,0.36,N,4
27,51850,RENT,2,MEDICAL,D,3000,14.96,1,0.05,Y,7
22,58600,RENT,5,MEDICAL,B,22750,11.36,1,0.39,N,4
23,25000,RENT,0,EDUCATION,B,10625,11.71,1,0.42,N,3
25,96901,RENT,3,PERSONAL,C,20000,,1,0.21,N,3
22,21000,RENT,4,EDUCATION,C,10000,13.72,1,0.48,Y,2
30,37600,RENT,2,EDUCATION,C,15000,13.06,1,0.4,Y,10
25,36000,MORTGAGE,6,MEDICAL,D,10000,,1,0.28,N,2
42,113000,MORTGAGE,11,EDUCATION,D,24000,15.31,1,0.21,Y,15
27,33600,RENT,2,PERSONAL,D,6000,14.91,1,0.18,Y,5
24,39000,RENT,,EDUCATION,B,13000,10.75,1,0.33,N,4
42,62900,MORTGAGE,26,MEDICAL,C,3000,,1,0.04,N,14
26,65600,RENT,5,EDUCATION,D,10000,13.55,1,0.15,Y,2
28,54000,RENT,2,EDUCATION,D,10000,16.49,1,0.19,Y,7
30,30000,RENT,0,VENTURE,D,7750,13.87,1,0.26,Y,9
27,32960,RENT,3,PERSONAL,A,15000,6.91,1,0.46,N,5
24,33198,RENT,3,MEDICAL,C,7000,14.27,1,0.21,N,3
31,40000,MORTGAGE,2,DEBTCONSOLIDATION,D,9500,16.77,1,0.24,N,10
22,30000,RENT,4,VENTURE,D,5000,15.21,1,0.17,Y,3
24,36000,RENT,2,VENTURE,D,8000,14.96,1,0.22,Y,2
23,48000,MORTGAGE,8,MEDICAL,D,1400,14.83,1,0.03,Y,2
25,15600,RENT,6,MEDICAL,B,5000,10.75,1,0.32,N,3
26,25000,MORTGAGE,1,VENTURE,C,12000,12.09,1,0.48,N,2
31,73000,RENT,15,HOMEIMPROVEMENT,B,29700,11.11,1,0.41,N,7
27,32220,RENT,11,MEDICAL,B,17725,11.49,1,0.55,N,8
26,24500,RENT,4,EDUCATION,B,8875,10,1,0.36,N,3
30,30809,RENT,1,MEDICAL,B,11200,11.99,1,0.36,N,8
23,54000,RENT,6,DEBTCONSOLIDATION,D,20000,14.84,1,0.37,Y,3
23,15000,OWN,4,VENTURE,B,4600,10.99,1,0.31,N,2
21,159800,MORTGAGE,5,MEDICAL,D,30000,15.62,1,0.16,N,2
26,73008,MORTGAGE,4,DEBTCONSOLIDATION,E,15000,15.68,1,0.21,Y,3
23,69360,MORTGAGE,,MEDICAL,B,9600,,1,0.12,N,4
21,30000,RENT,5,VENTURE,B,10000,11.99,1,0.33,N,4
32,53196,RENT,9,VENTURE,B,25000,11.86,1,0.47,N,9
37,74000,RENT,0,EDUCATION,D,8000,16.89,1,0.11,N,15
25,32000,MORTGAGE,4,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2
24,33000,RENT,2,HOMEIMPROVEMENT,E,6900,17.56,1,0.21,Y,3
22,34800,RENT,6,DEBTCONSOLIDATION,D,2000,16.89,1,0.06,Y,4
22,36900,RENT,5,VENTURE,A,16000,7.9,1,0.43,N,2
25,54000,RENT,5,HOMEIMPROVEMENT,D,9600,15.62,1,0.18,N,2
23,92111,RENT,7,MEDICAL,F,35000,20.25,1,0.32,N,4
38,56524,RENT,16,HOMEIMPROVEMENT,B,22000,10.75,1,0.39,N,15
24,32000,RENT,4,HOMEIMPROVEMENT,B,12800,12.42,1,0.4,N,3
27,25200,RENT,,PERSONAL,D,3000,15.58,1,0.12,Y,6
39,116000,RENT,1,VENTURE,C,8000,15.27,1,0.07,N,11
24,49000,MORTGAGE,0,MEDICAL,B,5000,12.18,1,0.1,N,3
33,44000,RENT,10,HOMEIMPROVEMENT,B,13000,9.91,1,0.3,N,6
